Term,num Df,den Df,MSE,F,ges,Pr(>F)
Agent,1,169,0.0351206598759579,14.434636410868272,0.03605764488909551,2.0219792387859569e-4
Cond,1.8551602210665947,313.5220773602545,0.02429556514815981,42.20149253809418,0.12307664636111863,4.950178604838221e-16
Agent:Cond,1.8551602210665947,313.5220773602545,0.02429556514815981,31.08322193230282,0.09368917280310902,2.4210654273760647e-12
