Term,num Df,den Df,MSE,F,ges,Pr(>F)
Agent,1,172,0.024724342726251926,55.682118120026225,0.1351961546975494,4.046803455435694e-12
Cond,1.7551982128210422,301.89409260521927,0.015083829791527168,85.09419405350434,0.20371106767438668,2.5407229124575044e-27
Agent:Cond,1.7551982128210422,301.89409260521927,0.015083829791527168,18.10770857767985,0.051628105350885016,1.8062192428764662e-7
