"Agent","AgentID","Cond","Qnum","Confidence","row"
"Human",43,"4c",10,100,2570
"Human",43,"4c",11,100,2571
"Human",43,"4c",12,100,2572
"Human",43,"4c",13,80,2573
"Human",43,"4c",14,80,2574
"Human",43,"4c",15,100,2575
"Human",43,"4c",16,50,2576
"Human",43,"4c",17,30,2577
"Human",43,"4c",18,20,2578
"Human",43,"4c",19,80,2579
"Human",43,"4c",20,80,2580
"Human",44,"op",1,95,2581
"Human",44,"op",2,95,2582
"Human",44,"op",3,65,2583
"Human",44,"op",4,30,2584
"Human",44,"op",5,70,2585
"Human",44,"op",6,90,2586
"Human",44,"op",7,100,2587
"Human",44,"op",8,25,2588
"Human",44,"op",9,50,2589
"Human",44,"op",10,65,2590
"Human",44,"op",11,100,2591
"Human",44,"op",12,70,2592
"Human",44,"op",13,20,2593
"Human",44,"op",14,40,2594
"Human",44,"op",15,30,2595
"Human",44,"op",16,30,2596
"Human",44,"op",17,20,2597
"Human",44,"op",18,30,2598
"Human",44,"op",19,60,2599
"Human",44,"op",20,100,2600
"Human",44,"2c",1,100,2601
"Human",44,"2c",2,100,2602
"Human",44,"2c",3,100,2603
"Human",44,"2c",4,70,2604
"Human",44,"2c",5,50,2605
"Human",44,"2c",6,100,2606
"Human",44,"2c",7,100,2607
"Human",44,"2c",8,50,2608
"Human",44,"2c",9,50,2609
"Human",44,"2c",10,50,2610
"Human",44,"2c",11,100,2611
"Human",44,"2c",12,80,2612
"Human",44,"2c",13,80,2613
"Human",44,"2c",14,100,2614
"Human",44,"2c",15,60,2615
"Human",44,"2c",16,60,2616
"Human",44,"2c",17,50,2617
"Human",44,"2c",18,70,2618
"Human",44,"2c",19,100,2619
"Human",44,"2c",20,100,2620
"Human",44,"4c",1,100,2621
"Human",44,"4c",2,100,2622
"Human",44,"4c",3,30,2623
"Human",44,"4c",4,40,2624
"Human",44,"4c",5,50,2625
"Human",44,"4c",6,100,2626
"Human",44,"4c",7,100,2627
"Human",44,"4c",8,50,2628
"Human",44,"4c",9,100,2629
"Human",44,"4c",10,70,2630
"Human",44,"4c",11,100,2631
"Human",44,"4c",12,80,2632
"Human",44,"4c",13,50,2633
"Human",44,"4c",14,100,2634
"Human",44,"4c",15,100,2635
"Human",44,"4c",16,50,2636
"Human",44,"4c",17,50,2637
"Human",44,"4c",18,20,2638
"Human",44,"4c",19,100,2639
"Human",44,"4c",20,100,2640
"Human",45,"op",1,100,2641
"Human",45,"op",2,100,2642
"Human",45,"op",3,80,2643
"Human",45,"op",4,75,2644
"Human",45,"op",5,80,2645
"Human",45,"op",6,100,2646
"Human",45,"op",7,100,2647
"Human",45,"op",8,0,2648
"Human",45,"op",9,0,2649
"Human",45,"op",10,100,2650
"Human",45,"op",11,100,2651
"Human",45,"op",12,75,2652
"Human",45,"op",13,0,2653
"Human",45,"op",14,25,2654
"Human",45,"op",15,0,2655
"Human",45,"op",16,10,2656
"Human",45,"op",17,25,2657
"Human",45,"op",18,50,2658
"Human",45,"op",19,50,2659
"Human",45,"op",20,50,2660
"Human",45,"2c",1,100,2661
"Human",45,"2c",2,100,2662
"Human",45,"2c",3,100,2663
"Human",45,"2c",4,50,2664
"Human",45,"2c",5,50,2665
"Human",45,"2c",6,100,2666
"Human",45,"2c",7,100,2667
"Human",45,"2c",8,25,2668
"Human",45,"2c",9,10,2669
"Human",45,"2c",10,100,2670
"Human",45,"2c",11,100,2671
"Human",45,"2c",12,100,2672
"Human",45,"2c",13,25,2673
"Human",45,"2c",14,50,2674
"Human",45,"2c",15,15,2675
"Human",45,"2c",16,50,2676
"Human",45,"2c",17,50,2677
"Human",45,"2c",18,75,2678
"Human",45,"2c",19,50,2679
"Human",45,"2c",20,100,2680
"Human",45,"4c",1,100,2681
"Human",45,"4c",2,100,2682
"Human",45,"4c",3,100,2683
"Human",45,"4c",4,50,2684
"Human",45,"4c",5,75,2685
"Human",45,"4c",6,100,2686
"Human",45,"4c",7,100,2687
"Human",45,"4c",8,25,2688
"Human",45,"4c",9,20,2689
"Human",45,"4c",10,100,2690
"Human",45,"4c",11,100,2691
"Human",45,"4c",12,100,2692
"Human",45,"4c",13,75,2693
"Human",45,"4c",14,100,2694
"Human",45,"4c",15,100,2695
"Human",45,"4c",16,100,2696
"Human",45,"4c",17,25,2697
"Human",45,"4c",18,100,2698
"Human",45,"4c",19,25,2699
"Human",45,"4c",20,25,2700
"Human",46,"op",1,70,2701
"Human",46,"op",2,70,2702
"Human",46,"op",3,70,2703
"Human",46,"op",4,70,2704
"Human",46,"op",5,100,2705
"Human",46,"op",6,60,2706
"Human",46,"op",7,70,2707
"Human",46,"op",8,40,2708
"Human",46,"op",9,40,2709
"Human",46,"op",10,90,2710
"Human",46,"op",11,70,2711
"Human",46,"op",12,40,2712
"Human",46,"op",13,40,2713
"Human",46,"op",14,30,2714
"Human",46,"op",15,70,2715
"Human",46,"op",16,20,2716
"Human",46,"op",17,30,2717
"Human",46,"op",18,0,2718
"Human",46,"op",19,10,2719
"Human",46,"op",20,60,2720
"Human",46,"2c",1,90,2721
"Human",46,"2c",2,50,2722
"Human",46,"2c",3,100,2723
"Human",46,"2c",4,80,2724
"Human",46,"2c",5,70,2725
"Human",46,"2c",6,70,2726
"Human",46,"2c",7,90,2727
"Human",46,"2c",8,40,2728
"Human",46,"2c",9,50,2729
"Human",46,"2c",10,40,2730
"Human",46,"2c",11,80,2731
"Human",46,"2c",12,60,2732
"Human",46,"2c",13,70,2733
"Human",46,"2c",14,50,2734
"Human",46,"2c",15,80,2735
"Human",46,"2c",16,70,2736
"Human",46,"2c",17,30,2737
"Human",46,"2c",18,40,2738
"Human",46,"2c",19,20,2739
"Human",46,"2c",20,90,2740
"Human",46,"4c",1,70,2741
"Human",46,"4c",2,60,2742
"Human",46,"4c",3,80,2743
"Human",46,"4c",4,80,2744
"Human",46,"4c",5,80,2745
"Human",46,"4c",6,70,2746
"Human",46,"4c",7,80,2747
"Human",46,"4c",8,40,2748
"Human",46,"4c",9,90,2749
"Human",46,"4c",10,80,2750
"Human",46,"4c",11,80,2751
"Human",46,"4c",12,30,2752
"Human",46,"4c",13,80,2753
"Human",46,"4c",14,30,2754
"Human",46,"4c",15,20,2755
"Human",46,"4c",16,30,2756
"Human",46,"4c",17,40,2757
"Human",46,"4c",18,40,2758
"Human",46,"4c",19,40,2759
"Human",46,"4c",20,40,2760
"Human",47,"op",1,100,2761
"Human",47,"op",2,30,2762
"Human",47,"op",3,1,2763
"Human",47,"op",4,70,2764
"Human",47,"op",5,100,2765
"Human",47,"op",6,90,2766
"Human",47,"op",7,100,2767
"Human",47,"op",8,90,2768
"Human",47,"op",9,10,2769
"Human",47,"op",10,100,2770
"Human",47,"op",11,100,2771
"Human",47,"op",12,2,2772
"Human",47,"op",13,5,2773
"Human",47,"op",14,75,2774
"Human",47,"op",15,98,2775
"Human",47,"op",16,90,2776
"Human",47,"op",17,50,2777
"Human",47,"op",18,30,2778
"Human",47,"op",19,40,2779
"Human",47,"op",20,70,2780
"Human",47,"2c",1,100,2781
"Human",47,"2c",2,100,2782
"Human",47,"2c",3,100,2783
"Human",47,"2c",4,50,2784
"Human",47,"2c",5,50,2785
"Human",47,"2c",6,50,2786
"Human",47,"2c",7,100,2787
"Human",47,"2c",8,50,2788
"Human",47,"2c",9,100,2789
"Human",47,"2c",10,50,2790
"Human",47,"2c",11,100,2791
"Human",47,"2c",12,50,2792
"Human",47,"2c",13,20,2793
"Human",47,"2c",14,30,2794
"Human",47,"2c",15,100,2795
"Human",47,"2c",16,100,2796
"Human",47,"2c",17,70,2797
"Human",47,"2c",18,70,2798
"Human",47,"2c",19,20,2799
"Human",47,"2c",20,100,2800
"Human",47,"4c",1,100,2801
"Human",47,"4c",2,100,2802
"Human",47,"4c",3,80,2803
"Human",47,"4c",4,70,2804
"Human",47,"4c",5,80,2805
"Human",47,"4c",6,100,2806
"Human",47,"4c",7,100,2807
"Human",47,"4c",8,30,2808
"Human",47,"4c",9,100,2809
"Human",47,"4c",10,100,2810
"Human",47,"4c",11,100,2811
"Human",47,"4c",12,95,2812
"Human",47,"4c",13,50,2813
"Human",47,"4c",14,70,2814
"Human",47,"4c",15,100,2815
"Human",47,"4c",16,95,2816
"Human",47,"4c",17,70,2817
"Human",47,"4c",18,60,2818
"Human",47,"4c",19,60,2819
"Human",47,"4c",20,60,2820
"Human",48,"op",1,99,2821
"Human",48,"op",2,30,2822
"Human",48,"op",3,99,2823
"Human",48,"op",4,99,2824
"Human",48,"op",5,50,2825
"Human",48,"op",6,99,2826
"Human",48,"op",7,100,2827
"Human",48,"op",8,10,2828
"Human",48,"op",9,100,2829
"Human",48,"op",10,99,2830
"Human",48,"op",11,50,2831
"Human",48,"op",12,50,2832
"Human",48,"op",13,10,2833
"Human",48,"op",14,50,2834
"Human",48,"op",15,10,2835
"Human",48,"op",16,100,2836
"Human",48,"op",17,100,2837
"Human",48,"op",18,10,2838
"Human",48,"op",19,50,2839
"Human",48,"op",20,30,2840
"Human",48,"2c",1,90,2841
"Human",48,"2c",2,100,2842
"Human",48,"2c",3,100,2843
"Human",48,"2c",4,100,2844
"Human",48,"2c",5,90,2845
"Human",48,"2c",6,100,2846
"Human",48,"2c",7,100,2847
"Human",48,"2c",8,10,2848
"Human",48,"2c",9,10,2849
"Human",48,"2c",10,100,2850
"Human",48,"2c",11,99,2851
"Human",48,"2c",12,99,2852
"Human",48,"2c",13,10,2853
"Human",48,"2c",14,90,2854
"Human",48,"2c",15,50,2855
"Human",48,"2c",16,10,2856
"Human",48,"2c",17,10,2857
"Human",48,"2c",18,50,2858
"Human",48,"2c",19,99,2859
"Human",48,"2c",20,100,2860
"Human",48,"4c",1,90,2861
"Human",48,"4c",2,10,2862
"Human",48,"4c",3,99,2863
"Human",48,"4c",4,99,2864
"Human",48,"4c",5,90,2865
"Human",48,"4c",6,90,2866
"Human",48,"4c",7,100,2867
"Human",48,"4c",8,90,2868
"Human",48,"4c",9,90,2869
"Human",48,"4c",10,100,2870
"Human",48,"4c",11,100,2871
"Human",48,"4c",12,100,2872
"Human",48,"4c",13,100,2873
"Human",48,"4c",14,100,2874
"Human",48,"4c",15,100,2875
"Human",48,"4c",16,90,2876
"Human",48,"4c",17,50,2877
"Human",48,"4c",18,50,2878
"Human",48,"4c",19,100,2879
"Human",48,"4c",20,50,2880
"Human",49,"op",1,20,2881
"Human",49,"op",2,100,2882
"Human",49,"op",3,20,2883
"Human",49,"op",4,100,2884
"Human",49,"op",5,100,2885
"Human",49,"op",6,100,2886
"Human",49,"op",7,100,2887
"Human",49,"op",8,10,2888
"Human",49,"op",9,10,2889
"Human",49,"op",10,100,2890
"Human",49,"op",11,100,2891
"Human",49,"op",12,100,2892
"Human",49,"op",13,20,2893
"Human",49,"op",14,100,2894
"Human",49,"op",15,100,2895
"Human",49,"op",16,50,2896
"Human",49,"op",17,100,2897
"Human",49,"op",18,100,2898
"Human",49,"op",19,100,2899
"Human",49,"op",20,100,2900
"Human",49,"2c",1,100,2901
"Human",49,"2c",2,100,2902
"Human",49,"2c",3,100,2903
"Human",49,"2c",4,100,2904
"Human",49,"2c",5,100,2905
"Human",49,"2c",6,100,2906
"Human",49,"2c",7,100,2907
"Human",49,"2c",8,50,2908
"Human",49,"2c",9,20,2909
"Human",49,"2c",10,100,2910
"Human",49,"2c",11,100,2911
"Human",49,"2c",12,50,2912
"Human",49,"2c",13,20,2913
"Human",49,"2c",14,100,2914
"Human",49,"2c",15,100,2915
"Human",49,"2c",16,50,2916
"Human",49,"2c",17,100,2917
"Human",49,"2c",18,100,2918
"Human",49,"2c",19,100,2919
"Human",49,"2c",20,100,2920
"Human",49,"4c",1,100,2921
"Human",49,"4c",2,100,2922
"Human",49,"4c",3,50,2923
"Human",49,"4c",4,100,2924
"Human",49,"4c",5,100,2925
"Human",49,"4c",6,100,2926
"Human",49,"4c",7,100,2927
"Human",49,"4c",8,50,2928
"Human",49,"4c",9,50,2929
"Human",49,"4c",10,100,2930
"Human",49,"4c",11,100,2931
"Human",49,"4c",12,50,2932
"Human",49,"4c",13,20,2933
"Human",49,"4c",14,100,2934
"Human",49,"4c",15,100,2935
"Human",49,"4c",16,20,2936
"Human",49,"4c",17,100,2937
"Human",49,"4c",18,100,2938
"Human",49,"4c",19,100,2939
"Human",49,"4c",20,100,2940
"Human",50,"op",1,100,2941
"Human",50,"op",2,100,2942
"Human",50,"op",3,100,2943
"Human",50,"op",4,100,2944
"Human",50,"op",5,100,2945
"Human",50,"op",6,100,2946
"Human",50,"op",7,100,2947
"Human",50,"op",8,100,2948
"Human",50,"op",9,1,2949
"Human",50,"op",10,5,2950
"Human",50,"op",11,100,2951
"Human",50,"op",12,50,2952
"Human",50,"op",13,100,2953
"Human",50,"op",14,100,2954
"Human",50,"op",15,50,2955
"Human",50,"op",16,50,2956
"Human",50,"op",17,50,2957
"Human",50,"op",18,10,2958
"Human",50,"op",19,50,2959
"Human",50,"op",20,100,2960
"Human",50,"2c",1,100,2961
"Human",50,"2c",2,100,2962
"Human",50,"2c",3,100,2963
"Human",50,"2c",4,100,2964
"Human",50,"2c",5,100,2965
"Human",50,"2c",6,100,2966
"Human",50,"2c",7,100,2967
"Human",50,"2c",8,100,2968
"Human",50,"2c",9,50,2969
"Human",50,"2c",10,50,2970
"Human",50,"2c",11,100,2971
"Human",50,"2c",12,100,2972
"Human",50,"2c",13,50,2973
"Human",50,"2c",14,100,2974
"Human",50,"2c",15,50,2975
"Human",50,"2c",16,50,2976
"Human",50,"2c",17,50,2977
"Human",50,"2c",18,50,2978
"Human",50,"2c",19,50,2979
"Human",50,"2c",20,50,2980
"Human",50,"4c",1,100,2981
"Human",50,"4c",2,100,2982
"Human",50,"4c",3,100,2983
"Human",50,"4c",4,100,2984
"Human",50,"4c",5,100,2985
"Human",50,"4c",6,100,2986
"Human",50,"4c",7,100,2987
"Human",50,"4c",8,100,2988
"Human",50,"4c",9,100,2989
"Human",50,"4c",10,100,2990
"Human",50,"4c",11,100,2991
"Human",50,"4c",12,100,2992
"Human",50,"4c",13,100,2993
"Human",50,"4c",14,100,2994
"Human",50,"4c",15,50,2995
"Human",50,"4c",16,50,2996
"Human",50,"4c",17,50,2997
"Human",50,"4c",18,100,2998
"Human",50,"4c",19,100,2999
"Human",50,"4c",20,100,3000
"Human",51,"op",1,100,3001
"Human",51,"op",2,90,3002
"Human",51,"op",3,0,3003
"Human",51,"op",4,20,3004
"Human",51,"op",5,100,3005
"Human",51,"op",6,100,3006
"Human",51,"op",7,50,3007
"Human",51,"op",8,70,3008
"Human",51,"op",9,100,3009
"Human",51,"op",10,100,3010
"Human",51,"op",11,100,3011
"Human",51,"op",12,100,3012
"Human",51,"op",13,50,3013
"Human",51,"op",14,1,3014
"Human",51,"op",15,5,3015
"Human",51,"op",16,10,3016
"Human",51,"op",17,10,3017
"Human",51,"op",18,10,3018
"Human",51,"op",19,15,3019
"Human",51,"op",20,60,3020
"Human",51,"2c",1,100,3021
"Human",51,"2c",2,100,3022
"Human",51,"2c",3,100,3023
"Human",51,"2c",4,50,3024
"Human",51,"2c",5,50,3025
"Human",51,"2c",6,100,3026
"Human",51,"2c",7,70,3027
"Human",51,"2c",8,100,3028
"Human",51,"2c",9,100,3029
"Human",51,"2c",10,5,3030
"Human",51,"2c",11,100,3031
"Human",51,"2c",12,100,3032
"Human",51,"2c",13,10,3033
"Human",51,"2c",14,10,3034
"Human",51,"2c",15,5,3035
"Human",51,"2c",16,3,3036
"Human",51,"2c",17,100,3037
"Human",51,"2c",18,20,3038
"Human",51,"2c",19,60,3039
"Human",51,"2c",20,100,3040
"Human",51,"4c",1,100,3041
"Human",51,"4c",2,100,3042
"Human",51,"4c",3,30,3043
"Human",51,"4c",4,30,3044
"Human",51,"4c",5,100,3045
"Human",51,"4c",6,100,3046
"Human",51,"4c",7,100,3047
"Human",51,"4c",8,100,3048
"Human",51,"4c",9,100,3049
"Human",51,"4c",10,100,3050
"Human",51,"4c",11,100,3051
"Human",51,"4c",12,100,3052
"Human",51,"4c",13,3,3053
"Human",51,"4c",14,30,3054
"Human",51,"4c",15,100,3055
"Human",51,"4c",16,1,3056
"Human",51,"4c",17,100,3057
"Human",51,"4c",18,10,3058
"Human",51,"4c",19,10,3059
"Human",51,"4c",20,30,3060
"Human",52,"op",1,100,3061
"Human",52,"op",2,100,3062
"Human",52,"op",3,0,3063
"Human",52,"op",4,30,3064
"Human",52,"op",5,80,3065
"Human",52,"op",6,100,3066
"Human",52,"op",7,50,3067
"Human",52,"op",8,30,3068
"Human",52,"op",9,70,3069
"Human",52,"op",10,100,3070
"Human",52,"op",11,100,3071
"Human",52,"op",12,50,3072
"Human",52,"op",13,40,3073
"Human",52,"op",14,50,3074
"Human",52,"op",15,20,3075
"Human",52,"op",16,80,3076
"Human",52,"op",17,30,3077
"Human",52,"op",18,20,3078
"Human",52,"op",19,10,3079
"Human",52,"op",20,40,3080
"Human",52,"2c",1,100,3081
"Human",52,"2c",2,100,3082
"Human",52,"2c",3,100,3083
"Human",52,"2c",4,50,3084
"Human",52,"2c",5,80,3085
"Human",52,"2c",6,100,3086
"Human",52,"2c",7,80,3087
"Human",52,"2c",8,40,3088
"Human",52,"2c",9,70,3089
"Human",52,"2c",10,100,3090
"Human",52,"2c",11,100,3091
"Human",52,"2c",12,80,3092
"Human",52,"2c",13,60,3093
"Human",52,"2c",14,80,3094
"Human",52,"2c",15,20,3095
"Human",52,"2c",16,80,3096
"Human",52,"2c",17,60,3097
"Human",52,"2c",18,70,3098
"Human",52,"2c",19,50,3099
"Human",52,"2c",20,50,3100
"Human",52,"4c",1,100,3101
"Human",52,"4c",2,100,3102
"Human",52,"4c",3,80,3103
"Human",52,"4c",4,50,3104
"Human",52,"4c",5,80,3105
"Human",52,"4c",6,100,3106
"Human",52,"4c",7,90,3107
"Human",52,"4c",8,30,3108
"Human",52,"4c",9,90,3109
"Human",52,"4c",10,100,3110
"Human",52,"4c",11,100,3111
"Human",52,"4c",12,90,3112
"Human",52,"4c",13,80,3113
"Human",52,"4c",14,90,3114
"Human",52,"4c",15,30,3115
"Human",52,"4c",16,50,3116
"Human",52,"4c",17,30,3117
"Human",52,"4c",18,70,3118
"Human",52,"4c",19,30,3119
"Human",52,"4c",20,90,3120
"Human",53,"op",1,95,3121
"Human",53,"op",2,90,3122
"Human",53,"op",3,40,3123
"Human",53,"op",4,35,3124
"Human",53,"op",5,48,3125
"Human",53,"op",6,90,3126
"Human",53,"op",7,100,3127
"Human",53,"op",8,45,3128
"Human",53,"op",9,30,3129
"Human",53,"op",10,100,3130
"Human",53,"op",11,75,3131
"Human",53,"op",12,35,3132
"Human",53,"op",13,50,3133
"Human",53,"op",14,70,3134
"Human",53,"op",15,50,3135
"Human",53,"op",16,30,3136
"Human",53,"op",17,50,3137
"Human",53,"op",18,20,3138
"Human",53,"op",19,80,3139
"Human",53,"op",20,75,3140
"Human",53,"2c",1,100,3141
"Human",53,"2c",2,75,3142
"Human",53,"2c",3,100,3143
"Human",53,"2c",4,60,3144
"Human",53,"2c",5,60,3145
"Human",53,"2c",6,100,3146
"Human",53,"2c",7,100,3147
"Human",53,"2c",8,45,3148
"Human",53,"2c",9,30,3149
"Human",53,"2c",10,75,3150
"Human",53,"2c",11,75,3151
"Human",53,"2c",12,80,3152
"Human",53,"2c",13,40,3153
"Human",53,"2c",14,70,3154
"Human",53,"2c",15,50,3155
"Human",53,"2c",16,40,3156
"Human",53,"2c",17,40,3157
"Human",53,"2c",18,30,3158
"Human",53,"2c",19,70,3159
"Human",53,"2c",20,70,3160
"Human",53,"4c",1,100,3161
"Human",53,"4c",2,75,3162
"Human",53,"4c",3,50,3163
"Human",53,"4c",4,70,3164
"Human",53,"4c",5,35,3165
"Human",53,"4c",6,80,3166
"Human",53,"4c",7,100,3167
"Human",53,"4c",8,50,3168
"Human",53,"4c",9,30,3169
"Human",53,"4c",10,100,3170
"Human",53,"4c",11,70,3171
"Human",53,"4c",12,85,3172
"Human",53,"4c",13,50,3173
"Human",53,"4c",14,50,3174
"Human",53,"4c",15,50,3175
"Human",53,"4c",16,40,3176
"Human",53,"4c",17,35,3177
"Human",53,"4c",18,20,3178
"Human",53,"4c",19,80,3179
"Human",53,"4c",20,100,3180
"Human",54,"op",1,100,3181
"Human",54,"op",2,50,3182
"Human",54,"op",3,30,3183
"Human",54,"op",4,50,3184
"Human",54,"op",5,70,3185
"Human",54,"op",6,80,3186
"Human",54,"op",7,100,3187
"Human",54,"op",8,30,3188
"Human",54,"op",9,20,3189
"Human",54,"op",10,100,3190
"Human",54,"op",11,100,3191
"Human",54,"op",12,70,3192
"Human",54,"op",13,40,3193
"Human",54,"op",14,50,3194
"Human",54,"op",15,10,3195
"Human",54,"op",16,30,3196
"Human",54,"op",17,30,3197
"Human",54,"op",18,20,3198
"Human",54,"op",19,5,3199
"Human",54,"op",20,30,3200
"Human",54,"2c",1,100,3201
"Human",54,"2c",2,50,3202
"Human",54,"2c",3,100,3203
"Human",54,"2c",4,80,3204
"Human",54,"2c",5,50,3205
"Human",54,"2c",6,80,3206
"Human",54,"2c",7,100,3207
"Human",54,"2c",8,80,3208
"Human",54,"2c",9,60,3209
"Human",54,"2c",10,100,3210
"Human",54,"2c",11,100,3211
"Human",54,"2c",12,80,3212
"Human",54,"2c",13,70,3213
"Human",54,"2c",14,70,3214
"Human",54,"2c",15,60,3215
"Human",54,"2c",16,70,3216
"Human",54,"2c",17,100,3217
"Human",54,"2c",18,50,3218
"Human",54,"2c",19,70,3219
"Human",54,"2c",20,50,3220
"Human",54,"4c",1,100,3221
"Human",54,"4c",2,80,3222
"Human",54,"4c",3,40,3223
"Human",54,"4c",4,50,3224
"Human",54,"4c",5,70,3225
"Human",54,"4c",6,100,3226
"Human",54,"4c",7,100,3227
"Human",54,"4c",8,80,3228
"Human",54,"4c",9,80,3229
"Human",54,"4c",10,100,3230
"Human",54,"4c",11,100,3231
"Human",54,"4c",12,70,3232
"Human",54,"4c",13,80,3233
"Human",54,"4c",14,60,3234
"Human",54,"4c",15,50,3235
"Human",54,"4c",16,50,3236
"Human",54,"4c",17,50,3237
"Human",54,"4c",18,60,3238
"Human",54,"4c",19,40,3239
"Human",54,"4c",20,30,3240
"Human",55,"op",1,95,3241
"Human",55,"op",2,50,3242
"Human",55,"op",3,10,3243
"Human",55,"op",4,50,3244
"Human",55,"op",5,75,3245
"Human",55,"op",6,95,3246
"Human",55,"op",7,75,3247
"Human",55,"op",8,50,3248
"Human",55,"op",9,90,3249
"Human",55,"op",10,80,3250
"Human",55,"op",11,95,3251
"Human",55,"op",12,50,3252
"Human",55,"op",13,30,3253
"Human",55,"op",14,80,3254
"Human",55,"op",15,90,3255
"Human",55,"op",16,50,3256
"Human",55,"op",17,30,3257
"Human",55,"op",18,30,3258
"Human",55,"op",19,20,3259
"Human",55,"op",20,95,3260
"Human",55,"2c",1,90,3261
"Human",55,"2c",2,100,3262
"Human",55,"2c",3,100,3263
"Human",55,"2c",4,80,3264
"Human",55,"2c",5,50,3265
"Human",55,"2c",6,80,3266
"Human",55,"2c",7,70,3267
"Human",55,"2c",8,50,3268
"Human",55,"2c",9,95,3269
"Human",55,"2c",10,90,3270
"Human",55,"2c",11,95,3271
"Human",55,"2c",12,5,3272
"Human",55,"2c",13,60,3273
"Human",55,"2c",14,90,3274
"Human",55,"2c",15,80,3275
"Human",55,"2c",16,50,3276
"Human",55,"2c",17,20,3277
"Human",55,"2c",18,60,3278
"Human",55,"2c",19,50,3279
"Human",55,"2c",20,100,3280
"Human",55,"4c",1,98,3281
"Human",55,"4c",2,85,3282
"Human",55,"4c",3,70,3283
"Human",55,"4c",4,30,3284
"Human",55,"4c",5,50,3285
"Human",55,"4c",6,40,3286
"Human",55,"4c",7,40,3287
"Human",55,"4c",8,40,3288
"Human",55,"4c",9,95,3289
"Human",55,"4c",10,50,3290
"Human",55,"4c",11,95,3291
"Human",55,"4c",12,70,3292
"Human",55,"4c",13,75,3293
"Human",55,"4c",14,95,3294
"Human",55,"4c",15,95,3295
"Human",55,"4c",16,50,3296
"Human",55,"4c",17,40,3297
"Human",55,"4c",18,40,3298
"Human",55,"4c",19,60,3299
"Human",55,"4c",20,100,3300
"Human",56,"op",1,100,3301
"Human",56,"op",2,100,3302
"Human",56,"op",3,100,3303
"Human",56,"op",4,50,3304
"Human",56,"op",5,100,3305
"Human",56,"op",6,100,3306
"Human",56,"op",7,100,3307
"Human",56,"op",8,50,3308
"Human",56,"op",9,0,3309
"Human",56,"op",10,50,3310
"Human",56,"op",11,100,3311
"Human",56,"op",12,50,3312
"Human",56,"op",13,50,3313
"Human",56,"op",14,80,3314
"Human",56,"op",15,100,3315
"Human",56,"op",16,0,3316
"Human",56,"op",17,50,3317
"Human",56,"op",18,50,3318
"Human",56,"op",19,50,3319
"Human",56,"op",20,50,3320
"Human",56,"2c",1,100,3321
"Human",56,"2c",2,100,3322
"Human",56,"2c",3,100,3323
"Human",56,"2c",4,100,3324
"Human",56,"2c",5,50,3325
"Human",56,"2c",6,100,3326
"Human",56,"2c",7,100,3327
"Human",56,"2c",8,100,3328
"Human",56,"2c",9,100,3329
"Human",56,"2c",10,100,3330
"Human",56,"2c",11,100,3331
"Human",56,"2c",12,50,3332
"Human",56,"2c",13,100,3333
"Human",56,"2c",14,100,3334
"Human",56,"2c",15,100,3335
"Human",56,"2c",16,50,3336
"Human",56,"2c",17,100,3337
"Human",56,"2c",18,50,3338
"Human",56,"2c",19,50,3339
"Human",56,"2c",20,0,3340
"Human",56,"4c",1,100,3341
"Human",56,"4c",2,100,3342
"Human",56,"4c",3,0,3343
"Human",56,"4c",4,100,3344
"Human",56,"4c",5,100,3345
"Human",56,"4c",6,100,3346
"Human",56,"4c",7,100,3347
"Human",56,"4c",8,20,3348
"Human",56,"4c",9,50,3349
"Human",56,"4c",10,50,3350
"Human",56,"4c",11,100,3351
"Human",56,"4c",12,100,3352
"Human",56,"4c",13,50,3353
"Human",56,"4c",14,100,3354
"Human",56,"4c",15,100,3355
"Human",56,"4c",16,0,3356
"Human",56,"4c",17,100,3357
"Human",56,"4c",18,50,3358
"Human",56,"4c",19,50,3359
"Human",56,"4c",20,50,3360
"Human",57,"op",1,100,3361
"Human",57,"op",2,70,3362
"Human",57,"op",3,0,3363
"Human",57,"op",4,80,3364
"Human",57,"op",5,100,3365
"Human",57,"op",6,100,3366
"Human",57,"op",7,100,3367
"Human",57,"op",8,60,3368
"Human",57,"op",9,100,3369
"Human",57,"op",10,100,3370
"Human",57,"op",11,100,3371
"Human",57,"op",12,100,3372
"Human",57,"op",13,100,3373
"Human",57,"op",14,100,3374
"Human",57,"op",15,100,3375
"Human",57,"op",16,80,3376
"Human",57,"op",17,90,3377
"Human",57,"op",18,50,3378
"Human",57,"op",19,60,3379
"Human",57,"op",20,80,3380
"Human",57,"2c",1,100,3381
"Human",57,"2c",2,100,3382
"Human",57,"2c",3,100,3383
"Human",57,"2c",4,100,3384
"Human",57,"2c",5,100,3385
"Human",57,"2c",6,100,3386
"Human",57,"2c",7,100,3387
"Human",57,"2c",8,100,3388
"Human",57,"2c",9,100,3389
"Human",57,"2c",10,100,3390
"Human",57,"2c",11,100,3391
"Human",57,"2c",12,100,3392
"Human",57,"2c",13,100,3393
"Human",57,"2c",14,100,3394
"Human",57,"2c",15,100,3395
"Human",57,"2c",16,100,3396
"Human",57,"2c",17,100,3397
"Human",57,"2c",18,100,3398
"Human",57,"2c",19,100,3399
"Human",57,"2c",20,100,3400
"Human",57,"4c",1,100,3401
"Human",57,"4c",2,100,3402
"Human",57,"4c",3,100,3403
"Human",57,"4c",4,100,3404
"Human",57,"4c",5,100,3405
"Human",57,"4c",6,100,3406
"Human",57,"4c",7,100,3407
