"Agent","AgentID","Cond","Qnum","Confidence","row"
"Human",15,"4c",7,100,887
"Human",15,"4c",8,80,888
"Human",15,"4c",9,90,889
"Human",15,"4c",10,90,890
"Human",15,"4c",11,80,891
"Human",15,"4c",12,80,892
"Human",15,"4c",13,70,893
"Human",15,"4c",14,40,894
"Human",15,"4c",15,50,895
"Human",15,"4c",16,50,896
"Human",15,"4c",17,60,897
"Human",15,"4c",18,70,898
"Human",15,"4c",19,50,899
"Human",15,"4c",20,100,900
"Human",16,"op",1,100,901
"Human",16,"op",2,0,902
"Human",16,"op",3,0,903
"Human",16,"op",4,0,904
"Human",16,"op",5,80,905
"Human",16,"op",6,100,906
"Human",16,"op",7,90,907
"Human",16,"op",8,0,908
"Human",16,"op",9,30,909
"Human",16,"op",10,5,910
"Human",16,"op",11,100,911
"Human",16,"op",12,15,912
"Human",16,"op",13,95,913
"Human",16,"op",14,75,914
"Human",16,"op",15,0,915
"Human",16,"op",16,5,916
"Human",16,"op",17,10,917
"Human",16,"op",18,0,918
"Human",16,"op",19,0,919
"Human",16,"op",20,70,920
"Human",16,"2c",1,100,921
"Human",16,"2c",2,100,922
"Human",16,"2c",3,100,923
"Human",16,"2c",4,25,924
"Human",16,"2c",5,25,925
"Human",16,"2c",6,100,926
"Human",16,"2c",7,95,927
"Human",16,"2c",8,25,928
"Human",16,"2c",9,100,929
"Human",16,"2c",10,65,930
"Human",16,"2c",11,100,931
"Human",16,"2c",12,10,932
"Human",16,"2c",13,100,933
"Human",16,"2c",14,100,934
"Human",16,"2c",15,15,935
"Human",16,"2c",16,5,936
"Human",16,"2c",17,50,937
"Human",16,"2c",18,15,938
"Human",16,"2c",19,35,939
"Human",16,"2c",20,100,940
"Human",16,"4c",1,100,941
"Human",16,"4c",2,15,942
"Human",16,"4c",3,25,943
"Human",16,"4c",4,25,944
"Human",16,"4c",5,40,945
"Human",16,"4c",6,100,946
"Human",16,"4c",7,100,947
"Human",16,"4c",8,25,948
"Human",16,"4c",9,30,949
"Human",16,"4c",10,45,950
"Human",16,"4c",11,100,951
"Human",16,"4c",12,70,952
"Human",16,"4c",13,100,953
"Human",16,"4c",14,100,954
"Human",16,"4c",15,100,955
"Human",16,"4c",16,15,956
"Human",16,"4c",17,40,957
"Human",16,"4c",18,30,958
"Human",16,"4c",19,15,959
"Human",16,"4c",20,100,960
"Human",17,"op",1,100,961
"Human",17,"op",2,100,962
"Human",17,"op",3,50,963
"Human",17,"op",4,50,964
"Human",17,"op",5,50,965
"Human",17,"op",6,100,966
"Human",17,"op",7,100,967
"Human",17,"op",8,10,968
"Human",17,"op",9,100,969
"Human",17,"op",10,100,970
"Human",17,"op",11,100,971
"Human",17,"op",12,50,972
"Human",17,"op",13,10,973
"Human",17,"op",14,10,974
"Human",17,"op",15,10,975
"Human",17,"op",16,10,976
"Human",17,"op",17,10,977
"Human",17,"op",18,10,978
"Human",17,"op",19,10,979
"Human",17,"op",20,80,980
"Human",17,"2c",1,100,981
"Human",17,"2c",2,100,982
"Human",17,"2c",3,100,983
"Human",17,"2c",4,50,984
"Human",17,"2c",5,50,985
"Human",17,"2c",6,100,986
"Human",17,"2c",7,100,987
"Human",17,"2c",8,50,988
"Human",17,"2c",9,100,989
"Human",17,"2c",10,100,990
"Human",17,"2c",11,100,991
"Human",17,"2c",12,80,992
"Human",17,"2c",13,50,993
"Human",17,"2c",14,50,994
"Human",17,"2c",15,10,995
"Human",17,"2c",16,50,996
"Human",17,"2c",17,50,997
"Human",17,"2c",18,50,998
"Human",17,"2c",19,10,999
"Human",17,"2c",20,50,1000
"Human",17,"4c",1,100,1001
"Human",17,"4c",2,100,1002
"Human",17,"4c",3,10,1003
"Human",17,"4c",4,10,1004
"Human",17,"4c",5,100,1005
"Human",17,"4c",6,100,1006
"Human",17,"4c",7,100,1007
"Human",17,"4c",8,10,1008
"Human",17,"4c",9,100,1009
"Human",17,"4c",10,100,1010
"Human",17,"4c",11,100,1011
"Human",17,"4c",12,100,1012
"Human",17,"4c",13,10,1013
"Human",17,"4c",14,30,1014
"Human",17,"4c",15,100,1015
"Human",17,"4c",16,10,1016
"Human",17,"4c",17,10,1017
"Human",17,"4c",18,10,1018
"Human",17,"4c",19,10,1019
"Human",17,"4c",20,10,1020
"Human",18,"op",1,50,1021
"Human",18,"op",2,30,1022
"Human",18,"op",3,100,1023
"Human",18,"op",4,20,1024
"Human",18,"op",5,20,1025
"Human",18,"op",6,100,1026
"Human",18,"op",7,50,1027
"Human",18,"op",8,70,1028
"Human",18,"op",9,20,1029
"Human",18,"op",10,50,1030
"Human",18,"op",11,100,1031
"Human",18,"op",12,100,1032
"Human",18,"op",13,20,1033
"Human",18,"op",14,0,1034
"Human",18,"op",15,100,1035
"Human",18,"op",16,80,1036
"Human",18,"op",17,80,1037
"Human",18,"op",18,20,1038
"Human",18,"op",19,50,1039
"Human",18,"op",20,30,1040
"Human",18,"2c",1,80,1041
"Human",18,"2c",2,80,1042
"Human",18,"2c",3,100,1043
"Human",18,"2c",4,80,1044
"Human",18,"2c",5,80,1045
"Human",18,"2c",6,100,1046
"Human",18,"2c",7,100,1047
"Human",18,"2c",8,80,1048
"Human",18,"2c",9,100,1049
"Human",18,"2c",10,100,1050
"Human",18,"2c",11,100,1051
"Human",18,"2c",12,100,1052
"Human",18,"2c",13,100,1053
"Human",18,"2c",14,100,1054
"Human",18,"2c",15,100,1055
"Human",18,"2c",16,50,1056
"Human",18,"2c",17,80,1057
"Human",18,"2c",18,100,1058
"Human",18,"2c",19,50,1059
"Human",18,"2c",20,80,1060
"Human",18,"4c",1,100,1061
"Human",18,"4c",2,50,1062
"Human",18,"4c",3,50,1063
"Human",18,"4c",4,80,1064
"Human",18,"4c",5,100,1065
"Human",18,"4c",6,100,1066
"Human",18,"4c",7,80,1067
"Human",18,"4c",8,80,1068
"Human",18,"4c",9,50,1069
"Human",18,"4c",10,100,1070
"Human",18,"4c",11,100,1071
"Human",18,"4c",12,100,1072
"Human",18,"4c",13,50,1073
"Human",18,"4c",14,50,1074
"Human",18,"4c",15,100,1075
"Human",18,"4c",16,80,1076
"Human",18,"4c",17,90,1077
"Human",18,"4c",18,80,1078
"Human",18,"4c",19,50,1079
"Human",18,"4c",20,70,1080
"Human",19,"op",1,100,1081
"Human",19,"op",2,30,1082
"Human",19,"op",3,90,1083
"Human",19,"op",4,90,1084
"Human",19,"op",5,90,1085
"Human",19,"op",6,100,1086
"Human",19,"op",7,100,1087
"Human",19,"op",8,0,1088
"Human",19,"op",9,90,1089
"Human",19,"op",10,100,1090
"Human",19,"op",11,100,1091
"Human",19,"op",12,20,1092
"Human",19,"op",13,0,1093
"Human",19,"op",14,100,1094
"Human",19,"op",15,10,1095
"Human",19,"op",16,0,1096
"Human",19,"op",17,10,1097
"Human",19,"op",18,50,1098
"Human",19,"op",19,10,1099
"Human",19,"op",20,20,1100
"Human",19,"2c",1,100,1101
"Human",19,"2c",2,80,1102
"Human",19,"2c",3,100,1103
"Human",19,"2c",4,50,1104
"Human",19,"2c",5,80,1105
"Human",19,"2c",6,50,1106
"Human",19,"2c",7,100,1107
"Human",19,"2c",8,50,1108
"Human",19,"2c",9,100,1109
"Human",19,"2c",10,100,1110
"Human",19,"2c",11,100,1111
"Human",19,"2c",12,80,1112
"Human",19,"2c",13,80,1113
"Human",19,"2c",14,80,1114
"Human",19,"2c",15,80,1115
"Human",19,"2c",16,80,1116
"Human",19,"2c",17,90,1117
"Human",19,"2c",18,80,1118
"Human",19,"2c",19,50,1119
"Human",19,"2c",20,80,1120
"Human",19,"4c",1,100,1121
"Human",19,"4c",2,60,1122
"Human",19,"4c",3,90,1123
"Human",19,"4c",4,50,1124
"Human",19,"4c",5,80,1125
"Human",19,"4c",6,90,1126
"Human",19,"4c",7,100,1127
"Human",19,"4c",8,25,1128
"Human",19,"4c",9,100,1129
"Human",19,"4c",10,100,1130
"Human",19,"4c",11,100,1131
"Human",19,"4c",12,80,1132
"Human",19,"4c",13,80,1133
"Human",19,"4c",14,100,1134
"Human",19,"4c",15,80,1135
"Human",19,"4c",16,50,1136
"Human",19,"4c",17,50,1137
"Human",19,"4c",18,50,1138
"Human",19,"4c",19,25,1139
"Human",19,"4c",20,80,1140
"Human",20,"op",1,90,1141
"Human",20,"op",2,100,1142
"Human",20,"op",3,100,1143
"Human",20,"op",4,100,1144
"Human",20,"op",5,50,1145
"Human",20,"op",6,100,1146
"Human",20,"op",7,30,1147
"Human",20,"op",8,30,1148
"Human",20,"op",9,30,1149
"Human",20,"op",10,80,1150
"Human",20,"op",11,100,1151
"Human",20,"op",12,0,1152
"Human",20,"op",13,10,1153
"Human",20,"op",14,10,1154
"Human",20,"op",15,50,1155
"Human",20,"op",16,10,1156
"Human",20,"op",17,50,1157
"Human",20,"op",18,50,1158
"Human",20,"op",19,30,1159
"Human",20,"op",20,20,1160
"Human",20,"2c",1,90,1161
"Human",20,"2c",2,100,1162
"Human",20,"2c",3,100,1163
"Human",20,"2c",4,100,1164
"Human",20,"2c",5,50,1165
"Human",20,"2c",6,100,1166
"Human",20,"2c",7,50,1167
"Human",20,"2c",8,100,1168
"Human",20,"2c",9,20,1169
"Human",20,"2c",10,100,1170
"Human",20,"2c",11,100,1171
"Human",20,"2c",12,50,1172
"Human",20,"2c",13,20,1173
"Human",20,"2c",14,30,1174
"Human",20,"2c",15,50,1175
"Human",20,"2c",16,20,1176
"Human",20,"2c",17,80,1177
"Human",20,"2c",18,50,1178
"Human",20,"2c",19,20,1179
"Human",20,"2c",20,50,1180
"Human",20,"4c",1,100,1181
"Human",20,"4c",2,100,1182
"Human",20,"4c",3,100,1183
"Human",20,"4c",4,100,1184
"Human",20,"4c",5,100,1185
"Human",20,"4c",6,100,1186
"Human",20,"4c",7,50,1187
"Human",20,"4c",8,30,1188
"Human",20,"4c",9,100,1189
"Human",20,"4c",10,100,1190
"Human",20,"4c",11,100,1191
"Human",20,"4c",12,50,1192
"Human",20,"4c",13,50,1193
"Human",20,"4c",14,50,1194
"Human",20,"4c",15,100,1195
"Human",20,"4c",16,30,1196
"Human",20,"4c",17,100,1197
"Human",20,"4c",18,50,1198
"Human",20,"4c",19,70,1199
"Human",20,"4c",20,50,1200
"Human",21,"op",1,100,1201
"Human",21,"op",2,100,1202
"Human",21,"op",3,100,1203
"Human",21,"op",4,100,1204
"Human",21,"op",5,100,1205
"Human",21,"op",6,100,1206
"Human",21,"op",7,50,1207
"Human",21,"op",8,10,1208
"Human",21,"op",9,0,1209
"Human",21,"op",10,40,1210
"Human",21,"op",11,100,1211
"Human",21,"op",12,100,1212
"Human",21,"op",13,40,1213
"Human",21,"op",14,20,1214
"Human",21,"op",15,50,1215
"Human",21,"op",16,30,1216
"Human",21,"op",17,10,1217
"Human",21,"op",18,10,1218
"Human",21,"op",19,100,1219
"Human",21,"op",20,60,1220
"Human",21,"2c",1,100,1221
"Human",21,"2c",2,100,1222
"Human",21,"2c",3,100,1223
"Human",21,"2c",4,100,1224
"Human",21,"2c",5,100,1225
"Human",21,"2c",6,100,1226
"Human",21,"2c",7,80,1227
"Human",21,"2c",8,100,1228
"Human",21,"2c",9,30,1229
"Human",21,"2c",10,100,1230
"Human",21,"2c",11,100,1231
"Human",21,"2c",12,100,1232
"Human",21,"2c",13,100,1233
"Human",21,"2c",14,30,1234
"Human",21,"2c",15,100,1235
"Human",21,"2c",16,50,1236
"Human",21,"2c",17,30,1237
"Human",21,"2c",18,50,1238
"Human",21,"2c",19,100,1239
"Human",21,"2c",20,100,1240
"Human",21,"4c",1,100,1241
"Human",21,"4c",2,100,1242
"Human",21,"4c",3,100,1243
"Human",21,"4c",4,80,1244
"Human",21,"4c",5,100,1245
"Human",21,"4c",6,100,1246
"Human",21,"4c",7,100,1247
"Human",21,"4c",8,100,1248
"Human",21,"4c",9,50,1249
"Human",21,"4c",10,100,1250
"Human",21,"4c",11,100,1251
"Human",21,"4c",12,100,1252
"Human",21,"4c",13,100,1253
"Human",21,"4c",14,20,1254
"Human",21,"4c",15,100,1255
"Human",21,"4c",16,70,1256
"Human",21,"4c",17,50,1257
"Human",21,"4c",18,40,1258
"Human",21,"4c",19,100,1259
"Human",21,"4c",20,100,1260
"Human",22,"op",1,100,1261
"Human",22,"op",2,50,1262
"Human",22,"op",3,0,1263
"Human",22,"op",4,5,1264
"Human",22,"op",5,30,1265
"Human",22,"op",6,50,1266
"Human",22,"op",7,50,1267
"Human",22,"op",8,5,1268
"Human",22,"op",9,3,1269
"Human",22,"op",10,0,1270
"Human",22,"op",11,10,1271
"Human",22,"op",12,7,1272
"Human",22,"op",13,0,1273
"Human",22,"op",14,0,1274
"Human",22,"op",15,8,1275
"Human",22,"op",16,5,1276
"Human",22,"op",17,2,1277
"Human",22,"op",18,0,1278
"Human",22,"op",19,4,1279
"Human",22,"op",20,60,1280
"Human",22,"2c",1,100,1281
"Human",22,"2c",2,100,1282
"Human",22,"2c",3,100,1283
"Human",22,"2c",4,5,1284
"Human",22,"2c",5,100,1285
"Human",22,"2c",6,5,1286
"Human",22,"2c",7,100,1287
"Human",22,"2c",8,3,1288
"Human",22,"2c",9,3,1289
"Human",22,"2c",10,2,1290
"Human",22,"2c",11,100,1291
"Human",22,"2c",12,50,1292
"Human",22,"2c",13,2,1293
"Human",22,"2c",14,6,1294
"Human",22,"2c",15,10,1295
"Human",22,"2c",16,6,1296
"Human",22,"2c",17,60,1297
"Human",22,"2c",18,6,1298
"Human",22,"2c",19,5,1299
"Human",22,"2c",20,100,1300
"Human",22,"4c",1,100,1301
"Human",22,"4c",2,100,1302
"Human",22,"4c",3,6,1303
"Human",22,"4c",4,4,1304
"Human",22,"4c",5,50,1305
"Human",22,"4c",6,60,1306
"Human",22,"4c",7,100,1307
"Human",22,"4c",8,60,1308
"Human",22,"4c",9,20,1309
"Human",22,"4c",10,3,1310
"Human",22,"4c",11,100,1311
"Human",22,"4c",12,80,1312
"Human",22,"4c",13,50,1313
"Human",22,"4c",14,6,1314
"Human",22,"4c",15,100,1315
"Human",22,"4c",16,2,1316
"Human",22,"4c",17,80,1317
"Human",22,"4c",18,5,1318
"Human",22,"4c",19,100,1319
"Human",22,"4c",20,100,1320
"Human",23,"op",1,80,1321
"Human",23,"op",2,30,1322
"Human",23,"op",3,0,1323
"Human",23,"op",4,20,1324
"Human",23,"op",5,30,1325
"Human",23,"op",6,30,1326
"Human",23,"op",7,100,1327
"Human",23,"op",8,50,1328
"Human",23,"op",9,30,1329
"Human",23,"op",10,100,1330
"Human",23,"op",11,100,1331
"Human",23,"op",12,90,1332
"Human",23,"op",13,30,1333
"Human",23,"op",14,30,1334
"Human",23,"op",15,100,1335
"Human",23,"op",16,50,1336
"Human",23,"op",17,30,1337
"Human",23,"op",18,30,1338
"Human",23,"op",19,80,1339
"Human",23,"op",20,50,1340
"Human",23,"2c",1,80,1341
"Human",23,"2c",2,90,1342
"Human",23,"2c",3,100,1343
"Human",23,"2c",4,30,1344
"Human",23,"2c",5,30,1345
"Human",23,"2c",6,100,1346
"Human",23,"2c",7,100,1347
"Human",23,"2c",8,100,1348
"Human",23,"2c",9,50,1349
"Human",23,"2c",10,100,1350
"Human",23,"2c",11,100,1351
"Human",23,"2c",12,100,1352
"Human",23,"2c",13,100,1353
"Human",23,"2c",14,80,1354
"Human",23,"2c",15,100,1355
"Human",23,"2c",16,100,1356
"Human",23,"2c",17,80,1357
"Human",23,"2c",18,90,1358
"Human",23,"2c",19,90,1359
"Human",23,"2c",20,50,1360
"Human",23,"4c",1,100,1361
"Human",23,"4c",2,100,1362
"Human",23,"4c",3,100,1363
"Human",23,"4c",4,100,1364
"Human",23,"4c",5,100,1365
"Human",23,"4c",6,100,1366
"Human",23,"4c",7,100,1367
"Human",23,"4c",8,100,1368
"Human",23,"4c",9,80,1369
"Human",23,"4c",10,100,1370
"Human",23,"4c",11,100,1371
"Human",23,"4c",12,100,1372
"Human",23,"4c",13,100,1373
"Human",23,"4c",14,50,1374
"Human",23,"4c",15,100,1375
"Human",23,"4c",16,100,1376
"Human",23,"4c",17,50,1377
"Human",23,"4c",18,100,1378
"Human",23,"4c",19,100,1379
"Human",23,"4c",20,100,1380
"Human",24,"op",1,100,1381
"Human",24,"op",2,100,1382
"Human",24,"op",3,0,1383
"Human",24,"op",4,80,1384
"Human",24,"op",5,80,1385
"Human",24,"op",6,100,1386
"Human",24,"op",7,100,1387
"Human",24,"op",8,70,1388
"Human",24,"op",9,0,1389
"Human",24,"op",10,90,1390
"Human",24,"op",11,100,1391
"Human",24,"op",12,100,1392
"Human",24,"op",13,20,1393
"Human",24,"op",14,80,1394
"Human",24,"op",15,50,1395
"Human",24,"op",16,0,1396
"Human",24,"op",17,20,1397
"Human",24,"op",18,30,1398
"Human",24,"op",19,100,1399
"Human",24,"op",20,20,1400
"Human",24,"2c",1,100,1401
"Human",24,"2c",2,100,1402
"Human",24,"2c",3,100,1403
"Human",24,"2c",4,100,1404
"Human",24,"2c",5,70,1405
"Human",24,"2c",6,100,1406
"Human",24,"2c",7,100,1407
"Human",24,"2c",8,100,1408
"Human",24,"2c",9,10,1409
"Human",24,"2c",10,50,1410
"Human",24,"2c",11,100,1411
"Human",24,"2c",12,100,1412
"Human",24,"2c",13,100,1413
"Human",24,"2c",14,100,1414
"Human",24,"2c",15,50,1415
"Human",24,"2c",16,50,1416
"Human",24,"2c",17,100,1417
"Human",24,"2c",18,100,1418
"Human",24,"2c",19,100,1419
"Human",24,"2c",20,100,1420
"Human",24,"4c",1,100,1421
"Human",24,"4c",2,100,1422
"Human",24,"4c",3,50,1423
"Human",24,"4c",4,100,1424
"Human",24,"4c",5,100,1425
"Human",24,"4c",6,100,1426
"Human",24,"4c",7,100,1427
"Human",24,"4c",8,100,1428
"Human",24,"4c",9,100,1429
"Human",24,"4c",10,100,1430
"Human",24,"4c",11,100,1431
"Human",24,"4c",12,100,1432
"Human",24,"4c",13,100,1433
"Human",24,"4c",14,100,1434
"Human",24,"4c",15,100,1435
"Human",24,"4c",16,100,1436
"Human",24,"4c",17,100,1437
"Human",24,"4c",18,100,1438
"Human",24,"4c",19,100,1439
"Human",24,"4c",20,100,1440
"Human",25,"op",1,85,1441
"Human",25,"op",2,30,1442
"Human",25,"op",3,85,1443
"Human",25,"op",4,35,1444
"Human",25,"op",5,85,1445
"Human",25,"op",6,85,1446
"Human",25,"op",7,23,1447
"Human",25,"op",8,95,1448
"Human",25,"op",9,95,1449
"Human",25,"op",10,82,1450
"Human",25,"op",11,65,1451
"Human",25,"op",12,50,1452
"Human",25,"op",13,21,1453
"Human",25,"op",14,65,1454
"Human",25,"op",15,50,1455
"Human",25,"op",16,35,1456
"Human",25,"op",17,85,1457
"Human",25,"op",18,50,1458
"Human",25,"op",19,92,1459
"Human",25,"op",20,25,1460
"Human",25,"2c",1,85,1461
"Human",25,"2c",2,65,1462
"Human",25,"2c",3,85,1463
"Human",25,"2c",4,92,1464
"Human",25,"2c",5,95,1465
"Human",25,"2c",6,85,1466
"Human",25,"2c",7,25,1467
"Human",25,"2c",8,95,1468
"Human",25,"2c",9,85,1469
"Human",25,"2c",10,65,1470
"Human",25,"2c",11,65,1471
"Human",25,"2c",12,50,1472
"Human",25,"2c",13,25,1473
"Human",25,"2c",14,65,1474
"Human",25,"2c",15,25,1475
"Human",25,"2c",16,50,1476
"Human",25,"2c",17,92,1477
"Human",25,"2c",18,65,1478
"Human",25,"2c",19,95,1479
"Human",25,"2c",20,50,1480
"Human",25,"4c",1,65,1481
"Human",25,"4c",2,65,1482
"Human",25,"4c",3,85,1483
"Human",25,"4c",4,92,1484
"Human",25,"4c",5,95,1485
"Human",25,"4c",6,95,1486
"Human",25,"4c",7,25,1487
"Human",25,"4c",8,85,1488
"Human",25,"4c",9,85,1489
"Human",25,"4c",10,50,1490
"Human",25,"4c",11,65,1491
"Human",25,"4c",12,25,1492
"Human",25,"4c",13,25,1493
"Human",25,"4c",14,65,1494
"Human",25,"4c",15,25,1495
"Human",25,"4c",16,50,1496
"Human",25,"4c",17,82,1497
"Human",25,"4c",18,65,1498
"Human",25,"4c",19,95,1499
"Human",25,"4c",20,25,1500
"Human",26,"op",1,100,1501
"Human",26,"op",2,100,1502
"Human",26,"op",3,0,1503
"Human",26,"op",4,35,1504
"Human",26,"op",5,50,1505
"Human",26,"op",6,100,1506
"Human",26,"op",7,100,1507
"Human",26,"op",8,10,1508
"Human",26,"op",9,70,1509
"Human",26,"op",10,80,1510
"Human",26,"op",11,100,1511
"Human",26,"op",12,50,1512
"Human",26,"op",13,10,1513
"Human",26,"op",14,100,1514
"Human",26,"op",15,100,1515
"Human",26,"op",16,100,1516
"Human",26,"op",17,20,1517
"Human",26,"op",18,20,1518
"Human",26,"op",19,10,1519
"Human",26,"op",20,20,1520
"Human",26,"2c",1,100,1521
"Human",26,"2c",2,100,1522
"Human",26,"2c",3,100,1523
"Human",26,"2c",4,50,1524
"Human",26,"2c",5,50,1525
"Human",26,"2c",6,100,1526
"Human",26,"2c",7,100,1527
"Human",26,"2c",8,10,1528
"Human",26,"2c",9,50,1529
"Human",26,"2c",10,10,1530
"Human",26,"2c",11,100,1531
"Human",26,"2c",12,50,1532
"Human",26,"2c",13,30,1533
"Human",26,"2c",14,100,1534
"Human",26,"2c",15,100,1535
"Human",26,"2c",16,10,1536
"Human",26,"2c",17,10,1537
"Human",26,"2c",18,100,1538
"Human",26,"2c",19,10,1539
"Human",26,"2c",20,100,1540
"Human",26,"4c",1,100,1541
"Human",26,"4c",2,100,1542
"Human",26,"4c",3,50,1543
"Human",26,"4c",4,40,1544
"Human",26,"4c",5,100,1545
"Human",26,"4c",6,100,1546
"Human",26,"4c",7,100,1547
"Human",26,"4c",8,10,1548
"Human",26,"4c",9,10,1549
"Human",26,"4c",10,100,1550
"Human",26,"4c",11,100,1551
"Human",26,"4c",12,50,1552
"Human",26,"4c",13,30,1553
"Human",26,"4c",14,100,1554
"Human",26,"4c",15,100,1555
"Human",26,"4c",16,100,1556
"Human",26,"4c",17,40,1557
"Human",26,"4c",18,30,1558
"Human",26,"4c",19,10,1559
"Human",26,"4c",20,50,1560
"Human",27,"op",1,70,1561
"Human",27,"op",2,2,1562
"Human",27,"op",3,40,1563
"Human",27,"op",4,16,1564
"Human",27,"op",5,92,1565
"Human",27,"op",6,50,1566
"Human",27,"op",7,70,1567
"Human",27,"op",8,8,1568
"Human",27,"op",9,7,1569
"Human",27,"op",10,20,1570
"Human",27,"op",11,30,1571
"Human",27,"op",12,100,1572
"Human",27,"op",13,0,1573
"Human",27,"op",14,7,1574
"Human",27,"op",15,80,1575
"Human",27,"op",16,1,1576
"Human",27,"op",17,4,1577
"Human",27,"op",18,0,1578
"Human",27,"op",19,0,1579
"Human",27,"op",20,0,1580
"Human",27,"2c",1,40,1581
"Human",27,"2c",2,80,1582
"Human",27,"2c",3,100,1583
"Human",27,"2c",4,30,1584
"Human",27,"2c",5,70,1585
"Human",27,"2c",6,20,1586
"Human",27,"2c",7,65,1587
"Human",27,"2c",8,10,1588
"Human",27,"2c",9,4,1589
"Human",27,"2c",10,12,1590
"Human",27,"2c",11,80,1591
"Human",27,"2c",12,19,1592
"Human",27,"2c",13,21,1593
"Human",27,"2c",14,11,1594
"Human",27,"2c",15,8,1595
"Human",27,"2c",16,5,1596
"Human",27,"2c",17,9,1597
"Human",27,"2c",18,15,1598
"Human",27,"2c",19,44,1599
"Human",27,"2c",20,18,1600
"Human",27,"4c",1,52,1601
"Human",27,"4c",2,0,1602
"Human",27,"4c",3,31,1603
"Human",27,"4c",4,24,1604
"Human",27,"4c",5,16,1605
"Human",27,"4c",6,12,1606
"Human",27,"4c",7,86,1607
"Human",27,"4c",8,20,1608
"Human",27,"4c",9,60,1609
"Human",27,"4c",10,36,1610
"Human",27,"4c",11,100,1611
"Human",27,"4c",12,20,1612
"Human",27,"4c",13,40,1613
"Human",27,"4c",14,33,1614
"Human",27,"4c",15,25,1615
"Human",27,"4c",16,30,1616
"Human",27,"4c",17,20,1617
"Human",27,"4c",18,20,1618
"Human",27,"4c",19,24,1619
"Human",27,"4c",20,0,1620
"Human",28,"op",1,100,1621
"Human",28,"op",2,100,1622
"Human",28,"op",3,50,1623
"Human",28,"op",4,1,1624
"Human",28,"op",5,50,1625
"Human",28,"op",6,100,1626
"Human",28,"op",7,50,1627
"Human",28,"op",8,1,1628
"Human",28,"op",9,50,1629
"Human",28,"op",10,1,1630
"Human",28,"op",11,100,1631
"Human",28,"op",12,1,1632
"Human",28,"op",13,1,1633
"Human",28,"op",14,1,1634
"Human",28,"op",15,1,1635
"Human",28,"op",16,1,1636
"Human",28,"op",17,1,1637
"Human",28,"op",18,1,1638
"Human",28,"op",19,1,1639
"Human",28,"op",20,1,1640
"Human",28,"2c",1,100,1641
"Human",28,"2c",2,100,1642
"Human",28,"2c",3,100,1643
"Human",28,"2c",4,50,1644
"Human",28,"2c",5,50,1645
"Human",28,"2c",6,100,1646
"Human",28,"2c",7,50,1647
"Human",28,"2c",8,50,1648
"Human",28,"2c",9,50,1649
"Human",28,"2c",10,50,1650
"Human",28,"2c",11,100,1651
"Human",28,"2c",12,50,1652
"Human",28,"2c",13,50,1653
"Human",28,"2c",14,50,1654
"Human",28,"2c",15,50,1655
"Human",28,"2c",16,50,1656
"Human",28,"2c",17,50,1657
"Human",28,"2c",18,50,1658
"Human",28,"2c",19,50,1659
"Human",28,"2c",20,50,1660
"Human",28,"4c",1,100,1661
"Human",28,"4c",2,100,1662
"Human",28,"4c",3,50,1663
"Human",28,"4c",4,50,1664
"Human",28,"4c",5,50,1665
"Human",28,"4c",6,50,1666
"Human",28,"4c",7,50,1667
"Human",28,"4c",8,50,1668
"Human",28,"4c",9,50,1669
"Human",28,"4c",10,50,1670
"Human",28,"4c",11,100,1671
"Human",28,"4c",12,50,1672
"Human",28,"4c",13,50,1673
"Human",28,"4c",14,50,1674
"Human",28,"4c",15,50,1675
"Human",28,"4c",16,50,1676
"Human",28,"4c",17,50,1677
"Human",28,"4c",18,50,1678
"Human",28,"4c",19,50,1679
"Human",28,"4c",20,50,1680
"Human",29,"op",1,100,1681
"Human",29,"op",2,100,1682
"Human",29,"op",3,15,1683
"Human",29,"op",4,15,1684
"Human",29,"op",5,50,1685
"Human",29,"op",6,95,1686
"Human",29,"op",7,100,1687
"Human",29,"op",8,10,1688
"Human",29,"op",9,50,1689
"Human",29,"op",10,85,1690
"Human",29,"op",11,85,1691
"Human",29,"op",12,0,1692
"Human",29,"op",13,0,1693
"Human",29,"op",14,15,1694
"Human",29,"op",15,0,1695
"Human",29,"op",16,75,1696
"Human",29,"op",17,15,1697
"Human",29,"op",18,10,1698
"Human",29,"op",19,75,1699
"Human",29,"op",20,20,1700
"Human",29,"2c",1,100,1701
"Human",29,"2c",2,100,1702
"Human",29,"2c",3,100,1703
"Human",29,"2c",4,15,1704
"Human",29,"2c",5,35,1705
"Human",29,"2c",6,95,1706
"Human",29,"2c",7,100,1707
"Human",29,"2c",8,15,1708
"Human",29,"2c",9,100,1709
"Human",29,"2c",10,100,1710
"Human",29,"2c",11,80,1711
"Human",29,"2c",12,15,1712
"Human",29,"2c",13,15,1713
"Human",29,"2c",14,20,1714
"Human",29,"2c",15,15,1715
"Human",29,"2c",16,75,1716
"Human",29,"2c",17,15,1717
"Human",29,"2c",18,15,1718
"Human",29,"2c",19,100,1719
"Human",29,"2c",20,50,1720
"Human",29,"4c",1,100,1721
"Human",29,"4c",2,100,1722
"Human",29,"4c",3,100,1723
"Human",29,"4c",4,50,1724
"Human",29,"4c",5,50,1725
"Human",29,"4c",6,100,1726
"Human",29,"4c",7,100,1727
"Human",29,"4c",8,50,1728
"Human",29,"4c",9,100,1729
"Human",29,"4c",10,100,1730
"Human",29,"4c",11,100,1731
