Term,num Df,den Df,MSE,F,ges,Pr(>F)
Agent,1,172,295.1967058718703,373.93731842794733,0.6407577445437131,5.3179356648479755e-45
Cond,1.5843285613853828,272.50451255828585,40.783907070522204,146.6288018405237,0.13276571485546043,1.1847939770577889e-37
Agent:Cond,1.5843285613853828,272.50451255828585,40.783907070522204,78.73437637264794,0.07596006801420427,1.9383001352938182e-23
