cutoff,combi.Subject,combi.Condition,combi.All,combi.High,combi.Low,combi.Incor,combi.Cor,combi.Low_Cor,combi.High_Cor,meta_I.Subject,meta_I.Condition,meta_I.ent_H2_r,meta_I.ent_H2_c_h,meta_I.ent_H2_c_l,meta_I.meta_I,meta_I.meta_Ir2
0,Human,All,60,60,0,15,45,0,45,Human,All,0.8112781244591328,0.8112781244591328,0,0,0
1,Human,All,60,59,1,15,45,0,45,Human,All,0.8112781244591328,0.7905013842153698,0,0.03395176331401928,0.04184972118736028
2,Human,All,60,59,1,15,45,0,45,Human,All,0.8112781244591328,0.7905013842153698,0,0.03395176331401928,0.04184972118736028
3,Human,All,60,59,1,15,45,0,45,Human,All,0.8112781244591328,0.7905013842153698,0,0.03395176331401928,0.04184972118736028
4,Human,All,60,59,1,15,45,0,45,Human,All,0.8112781244591328,0.7905013842153698,0,0.03395176331401928,0.04184972118736028
5,Human,All,60,57,3,15,45,0,45,Human,All,0.8112781244591328,0.7424875695421236,0,0.1059149333941155,0.1305531730745574
6,Human,All,60,57,3,15,45,0,45,Human,All,0.8112781244591328,0.7424875695421236,0,0.1059149333941155,0.1305531730745574
7,Human,All,60,57,3,15,45,0,45,Human,All,0.8112781244591328,0.7424875695421236,0,0.1059149333941155,0.1305531730745574
8,Human,All,60,57,3,15,45,0,45,Human,All,0.8112781244591328,0.7424875695421236,0,0.1059149333941155,0.1305531730745574
9,Human,All,60,57,3,15,45,0,45,Human,All,0.8112781244591328,0.7424875695421236,0,0.1059149333941155,0.1305531730745574
10,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
11,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
12,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
13,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
14,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
15,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
16,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
17,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
18,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
19,Human,All,60,55,5,15,45,1,44,Human,All,0.8112781244591328,0.7219280948873623,0.7219280948873623,0.08935002957177057,0.11013489317407507
20,Human,All,60,53,7,15,45,1,44,Human,All,0.8112781244591328,0.6572729784684465,0.5916727785823275,0.16165850264406695,0.19926397343924723
